仓库编码,仓库名称,仓库类型,仓库层级,仓库服务商,状态,国家,省市区,详细地址,邮编,负责人,联系电话,备注,是否实体仓,是否需清关,申报地海关,对应口岸,区间企业,账册编码,创建人,创建时间,更新人,更新时间,仓储货代,外部编码,是否自动生成核注清单,是否需核放申报
AA24090011,国际成品返工仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-20 17:20:21,乐嘟,2024-09-20 17:25:36,平台仓,,否,是
AA24090010,莎娜普蔓郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-19 10:32:10,乐嘟,2024-09-19 10:32:56,菜鸟,G268,否,是
AA24090009,深圳湾万象城伊菲丹试用品仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-18 17:27:30,乐嘟,2024-09-18 17:29:30,平台仓,G267,否,是
AA24090008,CODE8得物代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-14 09:27:52,乐嘟,2024-09-14 09:28:46,平台仓,G265,否,是
ZZ540,城野医生抖音跨境平潭仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,平潭海关,,,,千凡,2022-09-15 11:04:41,乐嘟,2024-09-12 14:06:00,福建有好货,E660,,是
AA24090007,深圳湾万象城伊菲丹仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-12 13:57:00,乐嘟,2024-09-12 13:59:00,平台仓,G266,,是
ZZ106,KIKO香港中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,乐嘟,2024-09-10 18:00:51,拙燕跨境供应链,E209,,否
AA24090004,LISTERINE旗舰店天猫U先,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-03 14:04:32,乐嘟,2024-09-10 09:38:57,菜鸟,C923,,是
AA24090005,BioNike长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-09 18:21:38,乐嘟,2024-09-10 09:38:19,菜鸟,G043,,是
AG154,伊菲丹快手跨境仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-03-11 14:13:01,乐嘟,2024-09-04 17:08:05,菜鸟,G154,,是
ZZ070,GSBeauty郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,乐嘟,2024-09-04 10:49:39,菜鸟,E406,,是
AG059,montalAE长沙菜鸟保税仓,保税仓,区域仓,菜鸟中心仓,启用,,,,,,,,是,否,,,,,,2024-03-11 14:13:04,,2024-03-11 14:13:04,菜鸟,,,是
ZZ527,Majda Bekkali郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,欣悦,2022-09-02 11:08:01,欣悦,2022-09-02 11:08:01,菜鸟,,,是
ZZ510,Les Bains Guerbois 自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,千凡,2022-09-01 10:45:56,千凡,2022-09-01 10:45:56,自贸达,,,是
ZZ528,Majda Bekkali 郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,经开综保,,,,欣悦,2022-09-02 11:09:04,欣悦,2022-09-02 11:09:04,自贸达,,,是
ZZ374,Glo Skin Beauty郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-08-03 11:34:28,乐嘟,2024-03-04 13:37:41,菜鸟,,,是
ZZ644,Henné Organics 菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,是,经开综保,长沙黄花综合保税区,湖南拙燕仓跨境供应链管理有限公司,T4921W000065,千凡,2023-02-02 12:04:15,千凡,2023-02-02 12:04:15,菜鸟,,,是
AA24090003,国际多品牌中免日上,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-03 11:30:16,乐嘟,2024-09-03 11:31:15,平台仓,C922,,是
AA24090002,御泥坊唯品会3PL仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-09-02 14:02:01,乐嘟,2024-09-02 15:04:48,平台仓,D00117,,是
AA24080034,JOLOVES青岛心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-30 16:17:47,乐嘟,2024-08-30 16:18:20,菜鸟,E742,,是
AA24080033,SlickG郑州小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-29 17:20:28,乐嘟,2024-08-29 17:32:10,菜鸟,G264,,是
AA24080032,佩尔赫乔京东自营旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-29 14:31:39,乐嘟,2024-08-29 14:38:42,平台仓,D01184,,是
AA24080031,SlickG郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-28 10:34:22,乐嘟,2024-08-28 10:42:22,菜鸟,G263,,是
AA24080030,LAKME郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-28 10:33:41,乐嘟,2024-08-28 10:42:06,菜鸟,G262,,是
SYCS01,丰树仓,大贸仓,区域仓,拙燕仓,启用,中国,,,,,,,是,是,,,,,千凡,2022-07-01 14:56:38,千凡,2022-07-05 22:04:50,拙燕跨境供应链,C100,,否
AA24080029,KIKO京东一号店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-23 15:56:53,乐嘟,2024-08-23 15:57:17,平台仓,C920,,是
AA24080027,ZELENS京东大贸一号店-采销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-22 14:01:19,乐嘟,2024-08-22 14:03:24,平台仓,D01183,,是
AA24080025,ZELENS京东大贸一号店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-20 13:42:44,乐嘟,2024-08-20 13:43:19,平台仓,C919,,是
AA24080024,KIKO武汉菜鸟保税2号仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-19 10:38:12,乐嘟,2024-08-19 10:38:37,菜鸟,G258,,是
AA24080023,DS郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-14 17:52:33,乐嘟,2024-08-14 17:53:22,菜鸟,G257,,是
AA24080022,revitalash-菜鸟菜园,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-08-13 11:36:26,乐嘟,2024-08-13 11:41:23,菜鸟,G254,,是
AA24080021,SALT&ST长沙菜鸟小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-13 11:06:00,乐嘟,2024-08-13 11:10:38,菜鸟,G256,,是
AA24080020,SALT&ST郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-12 14:04:41,乐嘟,2024-08-12 14:13:55,菜鸟,G255,,是
AA24080017,伊菲丹南京德基POP试用装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-09 15:32:12,乐嘟,2024-08-09 15:35:42,平台仓,C918,,是
AA24080016,伊菲丹南京德基POP,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-09 15:31:35,乐嘟,2024-08-09 15:34:26,平台仓,C917,,是
AA24080015,SALT&ST郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-08 22:26:17,乐嘟,2024-08-09 09:04:51,菜鸟,E820,,是
AA24080014,橙新（北京）文化传媒有限公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-08 19:44:35,乐嘟,2024-08-09 09:04:33,平台仓,D01182,,是
AA24080011,ADOPT天猫超市,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-08 14:02:17,乐嘟,2024-08-08 14:15:35,菜鸟,C914,,是
AA24080013,伊菲丹西安开元银泰店商品库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-08 14:06:02,乐嘟,2024-08-08 14:14:38,平台仓,C915,,是
AA24080012,伊菲丹西安开元银泰店试用装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-08 14:04:34,乐嘟,2024-08-08 14:14:22,平台仓,C916,,是
AA24080010,伊菲丹武汉SKP店试用装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-08 10:30:01,乐嘟,2024-08-08 10:32:57,平台仓,C907,,是
AA24080007,BEC宁波富立菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-06 10:37:24,乐嘟,2024-08-06 11:00:14,菜鸟,G252,,是
AA24080006,御强天津协同仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-05 17:56:43,乐嘟,2024-08-05 17:57:12,平台仓,E491,,是
AA24080004,城野医生平潭小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-01 18:57:45,乐嘟,2024-08-02 09:17:49,菜鸟,G249,,是
AA24080003,伊菲丹合肥银泰中心快闪店试用装,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-01 10:45:42,乐嘟,2024-08-01 10:48:03,平台仓,C878,,是
AA24080002,伊菲丹杭州武林银泰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-01 10:45:11,乐嘟,2024-08-01 10:47:45,平台仓,E964,,是
AA24080001,伊菲丹杭州武林银泰店试用装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-08-01 10:44:54,乐嘟,2024-08-01 10:47:20,平台仓,C877,,是
AA24070030,KIKO得物跨境代销仓（新）,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-31 18:46:02,乐嘟,2024-08-01 09:07:13,平台仓,G248,,是
AA24070029,城野医生平潭拼多多中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-25 18:22:33,乐嘟,2024-07-26 09:14:09,菜鸟,G247,,是
AA24070028,ZELENS京东POP代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-25 14:39:57,乐嘟,2024-07-25 14:50:22,平台仓,C776,,是
AA24070027,BjornA郑州小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-25 12:00:03,乐嘟,2024-07-25 13:36:56,菜鸟,G246,,是
AA24070025,Anubis郑州小红书菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-24 15:10:11,乐嘟,2024-07-24 15:10:42,菜鸟,G245,,是
AA24070023,出海境外中间仓-香港,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-19 10:00:03,乐嘟,2024-07-19 10:00:58,平台仓,G238,,否
AA24070022,出海境外中间仓-美国,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-19 09:45:02,乐嘟,2024-07-19 09:46:15,平台仓,G242,,是
AA24070021,快手跨境二店青岛仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-19 09:40:57,乐嘟,2024-07-19 09:41:58,平台仓,G243,,是
AA24070020,快手跨境二店平潭仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-19 09:38:26,乐嘟,2024-07-19 09:41:33,平台仓,G244,,是
AA24070019,LAKME郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-18 10:53:04,乐嘟,2024-07-18 10:53:50,菜鸟,G241,,是
AA24070016,中免日上,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-16 11:11:03,乐嘟,2024-07-16 11:14:47,平台仓,C911,,是
AA24070015,H&B京东自营旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-16 10:21:07,乐嘟,2024-07-16 10:28:57,平台仓,D01181,,是
AA24070014,H&B京东海外自营旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-15 17:58:00,乐嘟,2024-07-15 17:58:36,平台仓,C912,,是
AA24070013,skinre郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-11 16:39:32,乐嘟,2024-07-11 16:42:39,菜鸟,E862,,是
AA24070012,VAA唯品会渠道,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-11 14:44:29,乐嘟,2024-07-11 14:46:31,平台仓,C910,,是
AA24070010,DS郑州自贸达小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-09 16:04:58,乐嘟,2024-07-10 11:47:36,菜鸟,G237,,是
AA24070009,露得清跨境直营-个护采销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-09 14:42:26,乐嘟,2024-07-10 11:47:21,平台仓,D01180,,是
AA24070006,前滩太古里-伊菲丹,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-05 13:55:47,乐嘟,2024-07-05 13:56:16,平台仓,C873,,是
AA24070003,ORLANE郑州自贸达菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-03 16:47:25,乐嘟,2024-07-03 17:50:23,菜鸟,G234,,是
AA24070002,ORLANE郑州自贸达中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-03 16:47:08,乐嘟,2024-07-03 17:50:10,菜鸟,G235,,是
AA24070001,TMOV得物仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-07-01 10:02:16,乐嘟,2024-07-01 10:02:52,平台仓,G232,,是
AA24060036,御泥坊牧鲸易货公司,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-28 11:35:54,乐嘟,2024-06-28 11:39:30,平台仓,D01179,,是
AA24060035,Detaille平潭小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-27 16:13:41,乐嘟,2024-06-27 16:18:58,菜鸟,G231,,是
AA24060034,NOBILE1942得物仓-代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-26 17:00:02,乐嘟,2024-06-26 17:01:49,平台仓,G213,,是
AA24060033,MARGARET京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:32:35,乐嘟,2024-06-25 18:00:41,平台仓,G223,,是
AA24060032,DS 京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:32:21,乐嘟,2024-06-25 18:00:19,平台仓,G222,,是
AA24060031,HB京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:32:13,乐嘟,2024-06-25 18:00:01,平台仓,G230,,是
AA24060030,NATASHA京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:32:04,乐嘟,2024-06-25 17:59:43,平台仓,G224,,是
AA24060029,LORD&BERRY海外京东代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:54,乐嘟,2024-06-25 17:59:21,平台仓,G215,,是
AA24060028,LIERAC京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:47,乐嘟,2024-06-25 17:58:59,平台仓,G228,,是
AA24060027,ISANA京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:40,乐嘟,2024-06-25 17:58:42,平台仓,G225,,是
AA24060026,伊菲丹海外京东代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:32,乐嘟,2024-06-25 17:38:14,平台仓,G226,,是
AA24060025,ZELENS京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:18,乐嘟,2024-06-25 17:37:55,平台仓,G221,,是
AA24060024,PARISSA京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:09,乐嘟,2024-06-25 17:37:30,平台仓,G229,,是
AA24060023,JUICEBEAUTY海外京东代,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:31:01,乐嘟,2024-06-25 17:37:08,平台仓,G216,,是
AA24060022,PIER AUGE京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:30:54,乐嘟,2024-06-25 17:34:30,平台仓,G227,,是
AA24060021,CELLEX-C海外京东代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:30:47,乐嘟,2024-06-25 17:34:13,平台仓,G214,,是
AA24060020,REVITALASH京东海外代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:30:40,乐嘟,2024-06-25 17:33:55,平台仓,G220,,是
AA24060019,JD HEALTH代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:30:34,乐嘟,2024-06-25 17:32:29,平台仓,G217,,是
AA24060018,ESI海外京东代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:30:21,乐嘟,2024-06-25 17:32:10,平台仓,G218,,是
AA24060017,HAPA海外京东代销,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-25 17:30:14,乐嘟,2024-06-25 17:31:50,平台仓,G219,,是
AA24060016,香水线下展会,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-24 19:59:34,乐嘟,2024-06-25 09:07:20,平台仓,C909,,是
AA24060015,PREP长沙黄花小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-21 09:54:16,乐嘟,2024-06-21 09:58:25,菜鸟,G211,,是
AA24060014,oolaboo郑州小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-21 09:41:46,乐嘟,2024-06-21 09:42:11,菜鸟,G210,,是
AA24060013,NOVEXPERT郑州自贸达中间,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-21 09:38:38,乐嘟,2024-06-21 09:41:47,自贸达,G212,,是
AA24060012,赫美蒂嘉郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,欣悦,2024-06-19 16:24:08,欣悦,2024-06-19 16:24:08,自贸达,E459,,是
AA24060011,Lioverite长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-18 17:56:50,乐嘟,2024-06-18 17:57:51,菜鸟,E989,,是
AA24060008,伊菲丹武汉SKP店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-18 10:23:51,乐嘟,2024-06-18 10:24:26,平台仓,C908,,是
AA24060007,ADOPT京东平台仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-17 09:50:38,乐嘟,2024-06-17 09:53:53,平台仓,C906,,是
AA24060005,IFCMemo试用装库,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-13 14:55:25,乐嘟,2024-06-13 15:26:58,平台仓,C876,,是
AA24060004,MEMO上海国金仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-13 14:54:41,乐嘟,2024-06-13 15:26:20,平台仓,C837,,是
AA24060003,NOBILE1942得物仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-11 11:44:51,乐嘟,2024-06-11 11:45:29,平台仓,G207,,是
AA24060002,ORLANE郑州心怡菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-06 16:31:57,乐嘟,2024-06-06 16:33:37,菜鸟,G206,,是
AA24060001,Blinc郑州小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-06-04 10:40:02,乐嘟,2024-06-04 10:41:01,菜鸟,G205,,是
AA24050036,Henne长沙小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-30 19:21:53,乐嘟,2024-05-31 11:14:45,菜鸟,G204,,是
AA24050035,BLANX郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-29 15:04:23,乐嘟,2024-05-29 15:57:51,菜鸟,E794,,是
AA24050032,露得清小红书跨境代销仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-23 16:41:02,乐嘟,2024-05-27 10:41:56,菜鸟,C701,,是
AA24050031,Slick G武汉小红书武汉仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-23 15:29:14,乐嘟,2024-05-23 15:33:21,菜鸟,G202,,是
AA24050029,NEORETIN郑州小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-23 14:01:03,乐嘟,2024-05-23 14:01:56,菜鸟,G201,,是
AA24050028,BLANX郑州京东平台仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-22 17:41:04,乐嘟,2024-05-22 17:42:04,平台仓,G199,,是
AA24050027,Pier Augé护肤海外旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-22 15:45:05,文森,2024-05-22 17:14:04,自贸达,G198,,是
AA24050025,CELLEX-C货品监测仓-常温,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-21 15:00:02,乐嘟,2024-05-22 11:07:50,自贸达,G195,,是
AA24050026,BjornA郑州心怡小红书中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-22 11:06:24,乐嘟,2024-05-22 11:07:28,菜鸟,G197,,是
AA24050023,endota郑州自贸达小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-21 11:05:52,乐嘟,2024-05-21 11:07:53,菜鸟,G194,,是
AA24050022,小红书水羊堂香港仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-21 11:00:03,乐嘟,2024-05-21 11:00:34,平台仓,G196,,否
AA24050020,BIRETIX小红书郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-20 17:27:34,乐嘟,2024-05-20 17:32:49,菜鸟,G193,,是
AA24050018,KIKO京东全球购自营,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-17 14:45:26,乐嘟,2024-05-17 14:46:05,平台仓,G191,,是
AA24050017,TrueB长沙小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-16 11:33:01,乐嘟,2024-05-16 11:37:24,菜鸟,G189,,是
AA24050016,LUMENE郑州心怡菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-16 11:32:14,乐嘟,2024-05-16 11:37:00,菜鸟,G190,,是
AA24050015,BLANX海外京东自营旗舰店,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-15 13:54:34,乐嘟,2024-05-15 13:57:34,平台仓,G186,,是
AA24050014,ComfortZ郑州小红书中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-13 17:48:38,乐嘟,2024-05-13 17:51:01,菜鸟,G185,,是
AA24050013,ComfortZ郑州菜鸟中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-13 17:47:59,乐嘟,2024-05-13 17:50:42,菜鸟,G184,,是
AA24050012,水羊国际考拉福建平潭中心仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-11 11:07:05,乐嘟,2024-05-11 11:14:48,菜鸟,G182,,是
AA24050010,BioPoint武汉心怡菜鸟中心,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-09 18:36:48,乐嘟,2024-05-11 11:14:01,菜鸟,E824,,是
AA24050011,Mesoestetic郑州小红书,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-05-11 11:05:45,乐嘟,2024-05-11 11:13:37,菜鸟,G183,,是
ZZ927,nescens郑州自贸达菜鸟保税,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,乐嘟,2024-05-09 16:54:35,乐嘟,2024-05-09 16:54:35,菜鸟,G169,,是
AA24050009,BEC郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-09 11:46:41,乐嘟,2024-05-09 11:47:59,菜鸟,G162,,是
AA24050008,【国际分销】线下客户-跨境,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-09 10:44:05,乐嘟,2024-05-09 10:44:52,平台仓,D01178,,是
AA24050007,【国际分销】线下客户,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-09 10:44:05,乐嘟,2024-05-09 10:44:46,平台仓,D01177,,是
AA24050006,BLANX武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-05-08 16:52:04,乐嘟,2024-05-08 16:58:50,菜鸟,E769,,是
